sample,num_inferences,avg_inference_time_sec,avg_peak_vram_gb
part_001,5,42.31016159057617,4.488603591918945
part_002,5,18.599362277984618,4.488603591918945
part_003,5,13.58169584274292,4.488603591918945
part_004,5,16.435562992095946,4.488603591918945
part_005,5,17.969467878341675,4.488603591918945
part_006,5,12.839177131652832,4.488603591918945
part_007,5,17.34772868156433,4.488603591918945
part_008,5,16.57470836639404,4.488603591918945
